ID|Food Concept|URLs
C000525|DRIED PINEAPPLE|http://purl.bioontology.org/ontology/SNOMEDCT/256313003;http://purl.bioontology.org/ontology/SNOMEDCT/227460001
C000526|GOAT'S MILK|http://purl.bioontology.org/ontology/SNOMEDCT/70813002;http://purl.bioontology.org/ontology/SNOMEDCT/83595008
C000527|SULTANAS|http://purl.bioontology.org/ontology/SNOMEDCT/227464005
C000528|CINNAMON OIL|http://purl.bioontology.org/ontology/SNOMEDCT/227388008;http://purl.bioontology.org/ontology/SNOMEDCT/68379000
C000529|FLAPJACK|http://purl.bioontology.org/ontology/SNOMEDCT/226692003
C000530|DIGESTIVE BISCUIT|http://purl.bioontology.org/ontology/SNOMEDCT/226548006
C000531|POMELO|http://purl.bioontology.org/ontology/SNOMEDCT/227442001
C000532|LYCHEE|http://purl.bioontology.org/ontology/SNOMEDCT/227433008
C000533|TARO|http://purl.bioontology.org/ontology/SNOMEDCT/227272005
C000534|DRIED BANANA|http://purl.bioontology.org/ontology/SNOMEDCT/227450005;http://purl.bioontology.org/ontology/SNOMEDCT/256307007
C000535|PARSNIP|http://purl.bioontology.org/ontology/SNOMEDCT/726753006
C000536|COOKED FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/444031000124108;http://purl.bioontology.org/ontology/SNOMEDCT/72511004
C000537|DRY FOOD|http://purl.bioontology.org/ontology/SNOMEDCT/228009007
C000538|FRUIT CAKE|http://purl.bioontology.org/ontology/SNOMEDCT/226639005;http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/226652000
C000539|PEPPERMINT CREAM|http://purl.bioontology.org/ontology/SNOMEDCT/229890007;http://purl.bioontology.org/ontology/SNOMEDCT/227625000
C000540|GELATO|http://purl.bioontology.org/ontology/SNOMEDCT/443881000124104
C000541|FRESH COCONUT|http://purl.bioontology.org/ontology/SNOMEDCT/227496002;http://purl.bioontology.org/ontology/SNOMEDCT/735211005
C000542|CHOCOLATE COVERED CARAMEL|http://purl.bioontology.org/ontology/SNOMEDCT/229877000;http://purl.bioontology.org/ontology/SNOMEDCT/102262009
C000543|FRUIT PIE|http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/227702005
C000544|TAPIOCA PUDDING|http://purl.bioontology.org/ontology/SNOMEDCT/442731000124100;http://purl.bioontology.org/ontology/SNOMEDCT/226733003
C000545|DESICCATED COCONUT|http://purl.bioontology.org/ontology/SNOMEDCT/735211005;http://purl.bioontology.org/ontology/SNOMEDCT/227498001
C000546|GLACE CHERRY|http://purl.bioontology.org/ontology/SNOMEDCT/227461002;http://purl.bioontology.org/ontology/SNOMEDCT/735248001
C000547|COLA DRINK|http://purl.bioontology.org/ontology/SNOMEDCT/226481009;http://purl.bioontology.org/ontology/SNOMEDCT/230118003
C000548|GOOSEBERRY|http://purl.bioontology.org/ontology/SNOMEDCT/227427004
C000549|PEANUT BRITTLE|http://purl.bioontology.org/ontology/SNOMEDCT/229889003;http://purl.bioontology.org/ontology/SNOMEDCT/762952008
C000550|SHORTCRUST PASTRY|http://purl.bioontology.org/ontology/SNOMEDCT/226749001;http://purl.bioontology.org/ontology/SNOMEDCT/226754005
C000551|BREAKFAST CEREAL|http://purl.bioontology.org/ontology/SNOMEDCT/23182003;http://purl.bioontology.org/ontology/SNOMEDCT/226598007
C000552|DRIED APRICOT|http://purl.bioontology.org/ontology/SNOMEDCT/227452002;http://purl.bioontology.org/ontology/SNOMEDCT/735214002
C000553|HALVA|http://purl.bioontology.org/ontology/SNOMEDCT/229893009
C000554|NUTS AND SEEDS|http://purl.bioontology.org/ontology/SNOMEDCT/230034002
C000555|SPONGE CAKE|http://purl.bioontology.org/ontology/SNOMEDCT/226663002;http://purl.bioontology.org/ontology/SNOMEDCT/226639005
C000556|COFFEE WITH MILK|http://purl.bioontology.org/ontology/SNOMEDCT/70813002;http://purl.bioontology.org/ontology/SNOMEDCT/226470006;http://purl.bioontology.org/ontology/SNOMEDCT/29263009
C000557|SNAIL|http://purl.bioontology.org/ontology/SNOMEDCT/457131000124102
C000558|NON-DAIRY CREAMER|http://purl.bioontology.org/ontology/SNOMEDCT/442711000124106
C000559|ELDERBERRY|http://purl.bioontology.org/ontology/SNOMEDCT/227424006
C000560|JAM SANDWICH|http://purl.bioontology.org/ontology/SNOMEDCT/227601008;http://purl.bioontology.org/ontology/SNOMEDCT/229926008;http://purl.bioontology.org/ontology/SNOMEDCT/735008002
C000561|BRANDY SNAP|http://purl.bioontology.org/ontology/SNOMEDCT/226677004;http://purl.bioontology.org/ontology/SNOMEDCT/226019007
C000562|FROZEN MOUSSE|http://purl.bioontology.org/ontology/SNOMEDCT/227737008;http://purl.bioontology.org/ontology/SNOMEDCT/227734001
C000563|ROSE WINE|http://purl.bioontology.org/ontology/SNOMEDCT/226053006;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
C000564|ABSINTHE|http://purl.bioontology.org/ontology/SNOMEDCT/311455009
C000565|SPORTS DRINK|http://purl.bioontology.org/ontology/SNOMEDCT/230118003;http://purl.bioontology.org/ontology/SNOMEDCT/226499001
C000566|NUTMEG OIL|http://purl.bioontology.org/ontology/SNOMEDCT/411370008;http://purl.bioontology.org/ontology/SNOMEDCT/65592004;http://purl.bioontology.org/ontology/SNOMEDCT/735046009
C000567|PALE ALE|http://purl.bioontology.org/ontology/SNOMEDCT/226501009
C000568|SOURSOP|http://purl.bioontology.org/ontology/SNOMEDCT/442331000124104
C000569|DRIED APPLE|http://purl.bioontology.org/ontology/SNOMEDCT/227451009;http://purl.bioontology.org/ontology/SNOMEDCT/735215001
C000570|CITRUS FRUIT|http://purl.bioontology.org/ontology/SNOMEDCT/102259006;http://purl.bioontology.org/ontology/SNOMEDCT/72511004
C000571|LAGER|http://purl.bioontology.org/ontology/SNOMEDCT/226036004
C000572|APPLE FLAVOR|http://purl.bioontology.org/ontology/SNOMEDCT/229775001;http://purl.bioontology.org/ontology/SNOMEDCT/735215001
C000573|COFFEE BEAN|http://purl.bioontology.org/ontology/SNOMEDCT/29263009;http://purl.bioontology.org/ontology/SNOMEDCT/445571000124101;http://purl.bioontology.org/ontology/SNOMEDCT/256354006
C000574|ROAST PORK|http://purl.bioontology.org/ontology/SNOMEDCT/226934003;http://purl.bioontology.org/ontology/SNOMEDCT/226938000
C000575|ORANGE ROUGHY|http://purl.bioontology.org/ontology/SNOMEDCT/227130002
C000576|FLOUNDER|http://purl.bioontology.org/ontology/SNOMEDCT/442621000124106
C000577|SCAMPI|http://purl.bioontology.org/ontology/SNOMEDCT/227156009
C000578|ROAST TURKEY|http://purl.bioontology.org/ontology/SNOMEDCT/226968009
C000579|SEA BASS|http://purl.bioontology.org/ontology/SNOMEDCT/726749009
C000580|GROUPER|http://purl.bioontology.org/ontology/SNOMEDCT/444151000124102
C000581|FOODS|http://purl.bioontology.org/ontology/SNOMEDCT/255620007
